"UIyearXhsh10","UIyearXhsh06","UIyearXhsh04","UIyearXhsh02","UIyearXhsh00","UIyearXhsh98","UIyearXhsh95","t15nnn","in_sampled_window","code","b_ord_surv","twinYN","SexN","DOBYR","DOB3","Alive","BritStatus95","h95n","h95a","britstatus98","h98n","h98a","britstatus00","h00n","h00a","britstatus02","h02n","h02a","britstatus04","h04n","h04a","britstatus06","h06n","h06a","britstatus10","h10n","h10a","DecdateYr","COMPLED2010","Cody_c95num","cody_c98num","cody_c00num","cody_c02num","cody_c04num","cody_c06num","cody_c10num","MeT1","MeS1","FBcode","FBx","FBdob3","AFB","emumdecyrest","efadecyrest","BMHHH95","BMHHH98","BMHHH00","BMHHH02","BMHHH04","BMHHH06","BMHHH10","BFHHH95","BFHHH98","BFHHH00","BFHHH02","BFHHH04","BFHHH06","BFHHH10","acused95","ttsacks95","jjunezero95","LstockValField_rdKts95","HsVal_rdKts95","HsTotAsset_rdKts95","SumValue_rdKts95","IWC95","Loiske_rev95","acused98","ttsacks98","jjunezero98","LstockValField_rdKts98","HsVal_rdKts98","HsTotAsset_rdKts98","SumValue_rdKts98","IWC98","Loiske_rev98","acused00","ttsacks00","jjunezero00","LstockValField_rdKts00","HsVal_rdKts00","HsTotAsset_rdKts00","SumValue_rdKts00","IWC00","Loiske_rev00","acused02","ttsacks02","jjunezero02","LstockValField_rdKts02","HsVal_rdKts02","HsTotAsset_rdKts02","SumValue_rdKts02","IWC02","Loiske_rev02","acused04","ttsacks04","jjunezero04","LstockValField_rdKts04","HsVal_rdKts04","HsTotAsset_rdKts04","SumValue_rdKts04","IWC04","Loiske_rev04","acused06","ttsacks06","jjunezero06","LstockValField_rdKts06","HsVal_rdKts06","HsTotAsset_rdKts06","SumValue_rdKts06","IWC06","Loiske_rev06","acused10","ttsacks10","jjunezero10","LstockValField_rdKts10","HsVal_rdKts10","HsTotAsset_rdKts10","SumValue_rdKts10","IWC10","Loiske_rev10","sumnahxxa","delete","sumnacrop","deletecrop","sumnapcrop95","sumnapcrop98","sumnapcrop00","sumnapcrop02","sumnapcrop04","sumnapcrop06","sumnapcrop10","sumnamcrop95","sumnamcrop98","sumnamcrop00","sumnamcrop02","sumnamcrop04","sumnamcrop06","sumnamcrop10","sumnaacrop95","sumnaacrop98","sumnaacrop00","sumnaacrop02","sumnaacrop04","sumnaacrop06","sumnaacrop10","ttsacksabs","cumabs95","cumabs98","cumabs00","cumabs02","cumabs04","cumabs06","cumabs10","cumabsafb","ttsacksmean","cummean95","cummean98","cummean00","cummean02","cummean04","cummean06","cummean10","cummeanafb","ttsackssd","cumsd95","cumsd98","cumsd00","cumsd02","cumsd04","cumsd06","cumsd10","cumsdafb"
NA,NA,NA,NA,NA,NA,1995142,1789,1,14203,2,0,0,1977,1977-05-12,"a","PARS",142,"p","U-SPOUSE",142,"a","U-SPOUSE",142,"a","U-SPOUSE",142,"a","U-SPOUSE",142,"a","U-SPOUSE",142,"a","U-SPOUSE",142,"a",NA,7,"na","na","na","na","na","na","na","1998","m1",14209,"m",1995-04-06,17.9,NA,NA,1,999,999,999,999,999,999,1,999,999,999,999,999,999,3,7,7,91,35.1,0,126.1,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",6,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,NA,2004274,2002274,2000071,1998071,1995071,3126,1,7107,6,0,0,1983,1983-10-01,"a","PARS",71,"p","PARS",71,"p","PARS",71,"p","REL",274,"p","REL",274,"p","U-SPOUSE",274,"a","U-SPOUSE",274,"a",NA,7,"0","3","4","6","na","na","na","2004","m1",27403,"m",2004-10-11,21.0277777777778,NA,2006,1,1,1,999,999,999,999,1,1,1,999,999,999,999,3,0,6,136.5,35.1,0,171.6,12,12,6,1,99,5.46,49.09,0,54.55,12,12,6,7,2,258.54,60.44,0,318.98,12,12,2.5,6,9,118.77,70.62,6.42,195.81,21,13,3,0,4,0,84.23,7.44,91.67,21,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",2,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,1,8,14,14,14,14,14,2.8,0,0.5,2.66666666666667,3.5,2.8,2.8,2.8,2.8,3.42052627529741,NA,0.707106781186548,3.78593889720018,3.51188458428425,3.42052627529741,3.42052627529741,3.42052627529741,3.42052627529741
NA,NA,NA,2002049,2000049,1998219,1995123,2172,1,21902,4,0,0,1979,1979-01-01,"a","MISSING",123,"m","HH-HH",219,"p","M-ALONE",49,"p","M-ALONE",49,"p","U-NONREL",49,"a",NA,166,"tag","U-SPOUSE",166,"a",NA,5,"na","na","na","na","na","na","na","1996","m1",21904,"m",1995-12-08,16.9361111111111,NA,NA,999,999,999,999,999,999,999,999,999,999,999,999,999,999,2,1.37,8,11.7,35.1,9.75,56.55,21,13,2.5,2,99,0,49.09,0,49.09,11,11,3,4.5,4,22.32,209.23,3.27,234.82,31,14,1,1,10,4.28,70.62,0,74.9,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",3,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.87,1.37,3.37,7.87,8.87,8.87,8.87,8.87,1.37,2.2175,1.37,1.685,2.62333333333333,2.2175,2.2175,2.2175,2.2175,1.37,1.57667107117073,NA,0.445477272147525,1.65548583000077,1.57667107117073,1.57667107117073,1.57667107117073,1.57667107117073,0
NA,NA,2004084,2002084,2000084,1998084,1995084,1034,1,8408,6,0,0,1981,1981-12-15,"a","PARS",84,"p","PARS",84,"p","PARS",84,"p","PARS",84,"p","M-ALONE",84,"p","U-SPOUSE",84,"a","U-SPOUSE",84,"a",NA,7,"5","na","na","na","na","na","na","2005","x1",8416,"m",2001-12-01,19.9611111111111,NA,2003,1,1,999,999,999,999,999,1,1,999,999,999,999,999,2,4.5,4,136.5,35.1,0,171.6,22,13,2.5,3.13,99,105.3,49.09,0,154.39,12,12,1.5,1.37,3,11.16,60.44,0,71.6,11,11,4,2.5,7,29.96,70.62,0,100.58,11,11,0.5,7.5,8,0,294.8,0,294.8,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",2,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,4.5,7.63,9,11.5,19,19,19,9,3.8,4.5,3.815,3,2.875,3.8,3.8,3.8,3,2.35710627677243,NA,0.96873629022557,1.56904429510451,1.30528413254229,2.35710627677243,2.35710627677243,2.35710627677243,1.56904429510451
NA,NA,NA,NA,NA,NA,1995049,2184,1,4906,7,0,0,1986,1986-01-01,"a","PARS",49,"p","U-M",49,"a","U-M",49,"a","U-M",49,"a","U-NONREL",49,"a","U-NONREL",49,"a","U-SPOUSE",166,"a",NA,1,"0","na","na","na","na","na","na","2008","m1",16621,"f",2005-12-01,19.9166666666667,NA,NA,1,1,1,1,0,999,999,1,999,999,999,0,999,999,5.5,6,6,57.2,119.6,12.35,189.15,21,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",6,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,2006044,2004044,NA,NA,NA,1995135,1686,1,13503,1,0,0,1995,1995-05-01,"d","PARS",135,"p","U-ALL",135,"a","U-ALL",135,"a","U-ALL",135,"a","F-PARS",44,"p","F-PARS",44,"p","U-F",135,"a",2011,3,"na","na","na","na","1","3","na",NA,"u",13511,"u",2011-02-01,15.75,NA,NA,1,999,999,999,0,0,999,1,999,999,999,0,0,1,0,0,NA,0,35.1,0,35.1,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,21,6,1170.56,84.23,68.19,1322.98,22,13,6,14,5,1980.75,349.57,83.41,2413.73,22,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",4,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,0,0,0,0,21,35,35,35,11.6666666666667,0,0,0,0,10.5,11.6666666666667,11.6666666666667,11.6666666666667,10.6926766215636,NA,NA,NA,NA,14.8492424049175,10.6926766215636,10.6926766215636,10.6926766215636
NA,2006044,NA,NA,2000044,NA,1995044,587,1,4405,3,0,0,1978,1978-01-01,"a","PARS",44,"p","U-SPOUSE",44,"a","PARS",44,"p","U-SPOUSE",44,"a","U-SPOUSE",44,"a","PARS",44,"p","U-SPOUSE",44,"a",NA,7,"na","na","na","na","na","na","na","1996","m1",4423,"u",1997-01-01,19,NA,NA,1,999,999,999,999,999,999,1,999,999,999,999,999,999,4.5,8,5,136.5,35.1,0,171.6,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,12,3,279,60.44,0,339.44,22,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,14,5,1980.75,349.57,83.41,2413.73,22,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",4,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34,8,8,20,20,20,34,34,8,11.3333333333333,8,8,10,10,10,11.3333333333333,11.3333333333333,8,3.05505046330389,NA,NA,2.82842712474619,2.82842712474619,2.82842712474619,3.05505046330389,3.05505046330389,0
NA,2006280,2004280,2002280,2000075,1998075,1995075,929,1,7503,1,0,0,1980,1980-08-01,"a","PARS",75,"p","PARS",75,"p","PARS",75,"p","HH-HH",280,"p","HH-HH",280,"p","HH-HH",280,"p",NA,NA,NA,NA,7,"4","6","na","na","na","na","na","2001","h1",28001,"m",2000-11-01,20.25,NA,NA,1,1,999,999,999,999,999,1,1,999,999,999,999,999,7,11.5,4,0,119.6,0,119.6,21,13,12.5,4.5,99,32.76,169.85,3.12,205.73,31,14,4,10.5,5,18.6,209.23,0,227.83,22,13,NA,0,NA,0,70.62,0,70.62,10,11,0.5,0.33,10,5.58,84.23,34.72,124.53,21,13,0.5,7,7,48.65,99.87,43.09,191.61,22,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"no",1,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.83,11.5,16,26.5,26.5,26.83,33.83,33.83,26.5,5.63833333333333,11.5,8,8.83333333333333,6.625,5.366,5.63833333333333,5.63833333333333,8.83333333333333,4.92166807766093,NA,4.94974746830583,3.78593889720018,5.39096466321196,5.45181437688408,4.92166807766093,4.92166807766093,3.78593889720018
NA,2006281,2004281,2002281,2000056,1998011,1995011,3170,1,1104,2,0,0,1980,1980-03-15,"a","PARS",11,"p","PARS",11,"p","REL",56,"p","HH-HH",281,"p","HH-HH",281,"p","HH-HH",281,"p","U-SPOUSE",281,"a",NA,7,"7","na","na","na","na","na","na","1999","x1",1118,"f",1999-03-30,19.0416666666667,NA,2013,1,1,999,999,999,999,999,1,1,999,999,999,999,999,4,8,5,7.8,35.1,9.75,52.65,21,13,6.5,1,99,0,49.09,0,49.09,12,12,5,2.25,2,74.4,60.44,0,134.84,10,11,1.5,12,5,0,247.17,135.89,383.06,31,14,4.5,25.2,3,27.9,294.8,169.87,492.57,22,13,4.5,35.5,3,0,349.57,200.17,549.74,32,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",1,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83.95,8,9,11.25,23.25,48.45,83.95,83.95,9,13.9916666666667,8,4.5,3.75,5.8125,9.69,13.9916666666667,13.9916666666667,4.5,13.6729812647669,NA,4.94974746830583,3.73329613076702,5.12906342977611,9.74194539093707,13.6729812647669,13.6729812647669,4.94974746830583
NA,NA,NA,2002292,NA,1998028,1995028,386,1,2808,8,0,0,1980,1980-01-01,"a","PARS",28,"p","PARS",28,"p","U-SPOUSE",28,"a","REL",292,"p","U-SPOUSE",28,"a","U-SPOUSE",28,"a","U-SPOUSE",28,"a",NA,7,"6","na","na","na","na","na","na","1996","x1",2824,"f",1997-11-01,17.8333333333333,NA,NA,1,1,999,999,999,999,999,1,1,999,999,999,999,999,11.5,25.5,0,39,119.6,129.35,287.95,32,15,12,16,99,54.6,169.85,96.72,321.17,31,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",5,"no",NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41.5,25.5,41.5,41.5,41.5,41.5,41.5,41.5,25.5,20.75,25.5,20.75,20.75,20.75,20.75,20.75,20.75,25.5,6.7175144212722,NA,6.7175144212722,6.7175144212722,6.7175144212722,6.7175144212722,6.7175144212722,6.7175144212722,0
NA,NA,NA,2002140,2000140,1998140,1995140,1751,1,14005,3,0,0,1979,1979-01-01,"a","PARS",140,"p","PARS",140,"p","PARS",140,"p","PARS",140,"p","U-SPOUSE",140,"a","U-SPOUSE",140,"a","U-SPOUSE",140,"a",NA,10,"8","na","na","na","na","na","na","2004","m1",14014,"m",2000-04-09,21.2722222222222,NA,NA,1,999,999,999,999,999,999,1,999,999,999,999,999,999,7,11,3,15.6,35.1,39,89.7,31,14,7,11,99,27.3,49.09,61.62,138.01,32,15,6.5,16,1,3.72,60.44,62.15,126.31,31,14,4,8,5,266.43,247.17,327.42,841.02,31,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",3,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,46,11,22,38,46,46,46,46,38,11.5,11,11,12.6666666666667,11.5,11.5,11.5,11.5,12.6666666666667,3.3166247903554,NA,0,2.88675134594813,3.3166247903554,3.3166247903554,3.3166247903554,3.3166247903554,2.88675134594813
NA,2006062,NA,NA,2000062,1998062,1995062,787,1,6203,1,0,0,1982,1982-02-01,"a","PARS",62,"p","PARS",62,"p","PARS",62,"p","U-SPOUSE",62,"a","U-SPOUSE",62,"a","PARS",62,"p","U-SPOUSE",62,"a",NA,7,"4","7","na","na","na","na","na","2001","h1",6215,"m",2006-07-29,24.4944444444444,NA,NA,1,1,1,999,999,999,999,1,1,1,999,999,999,999,3,3,9,11.7,35.1,0,46.8,22,13,3,0.66,99,8.19,49.09,0,57.28,11,11,3,2,10,18.6,60.44,0,79.04,21,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,6,0,349.57,9.74,359.31,21,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",3,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13.66,3,3.66,5.66,5.66,5.66,13.66,13.66,13.66,3.415,3,1.83,1.88666666666667,1.88666666666667,1.88666666666667,3.415,3.415,3.415,3.20347207469229,NA,1.65462986797652,1.17410959170485,1.17410959170485,1.17410959170485,3.20347207469229,3.20347207469229,3.20347207469229
NA,NA,2004003,2002003,2000003,1998003,1995003,43,1,304,2,1,0,1985,1985-03-01,"a","PARS",3,"p","PARS",3,"p","PARS",3,"p","PARS",3,"p","PARS",3,"p","U-SPOUSE",3,"a","U-SPOUSE",3,"a",NA,7,"1","4","4","6","na","na","na","2005","h1",312,"f",2004-01-31,18.9166666666667,NA,NA,1,1,1,1,999,999,999,1,1,1,1,999,999,999,1.5,10,3,0,35.1,0,35.1,11,11,5,0.63,99,218.79,49.09,58.5,326.38,22,13,3,7,4,161.82,60.44,58.87,281.13,31,14,1.5,7,6,0,247.17,6.42,253.59,21,13,2.5,13,6,0,294.8,286.44,581.24,31,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",2,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37.63,10,10.63,17.63,24.63,37.63,37.63,37.63,24.63,7.526,10,5.315,5.87666666666667,6.1575,7.526,7.526,7.526,6.1575,4.58785134894321,NA,6.62559053971795,4.78493817445255,3.94705269790004,4.58785134894321,4.58785134894321,4.58785134894321,3.94705269790004
NA,NA,NA,NA,NA,NA,1995031,446,1,3109,8,0,0,1984,1984-01-01,"a","M-ALONE",31,"p","U-F",31,"a","U-F",31,"a","U-F",31,"a","U-F",31,"a","U-F",31,"a","U-REL",31,"a",NA,7,"na","na","na","na","na","na","na","2010","x1",3117,"f",2004-01-01,20,NA,NA,1,999,999,999,999,999,999,0,1,1,1,999,999,999,1,16.63,NA,5.85,35.1,0,40.95,22,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",6,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.63,16.63,16.63,16.63,16.63,16.63,16.63,16.63,16.63,16.63,16.63,16.63,16.63,16.63,16.63,16.63,16.63,16.63,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,1995031,441,1,3104,5,0,0,1979,1979-01-01,"a","M-ALONE",31,"p","U-REL",31,"a","U-NONREL",31,"a","U-REL",31,"a","U-REL",31,"a","U-REL",31,"a","U-NONREL",31,"a",NA,7,"na","na","na","na","na","na","na",NA,"u",3111,"m",1996-01-28,17.075,NA,NA,1,999,999,999,999,999,999,0,999,999,999,999,999,999,1,16.63,NA,5.85,35.1,0,40.95,22,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",6,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.63,16.63,16.63,16.63,16.63,16.63,16.63,16.63,16.63,16.63,16.63,16.63,16.63,16.63,16.63,16.63,16.63,16.63,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,1995111,1284,1,11108,NA,0,0,1983,1983-01-01,"a","FM-ALONE",111,"p","U-M",111,"a","U-ALL",111,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"0","0","na","na","na","na","na","2001","x1",11120,"m",2003-01-01,20,NA,1990,0,1,999,999,999,999,999,0,999,999,999,999,999,999,14,2.63,6,0,35.1,0,35.1,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"no",6,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,NA,2004328,NA,2000129,1998156,1995156,3539,1,1409,NA,0,0,1981,1981-01-01,"a","REL",156,"p","REL",156,"p","REL",129,"p","U-SPOUSE",129,"a","HH-HH",328,"p","U-ALL",328,"a",NA,NA,NA,NA,5,"0","na","na","na","na","na","na","2000","z1",32802,"f",2004-04-24,23.3138888888889,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.5,NA,0,35.1,0,35.1,12,12,2,1.25,99,5.46,49.09,3.12,57.67,22,13,3,11.37,9,55.8,60.44,62.15,178.39,32,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,294.8,177.32,472.12,32,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"no",3,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13.12,0.5,1.75,13.12,13.12,13.12,13.12,13.12,13.12,3.28,0.5,0.875,4.37333333333333,4.37333333333333,3.28,3.28,3.28,3.28,5.41774245727252,NA,0.530330085889911,6.07088406521928,6.07088406521928,5.41774245727252,5.41774245727252,5.41774245727252,5.41774245727252
NA,NA,2004129,2002129,2000129,1998129,1995129,1594,1,12906,4,0,0,1978,1978-01-01,"a","M-ALONE",129,"p","M-ALONE",129,"p","M-ALONE",129,"p","M-ALONE",129,"p","HH-HH",129,"p","U-SPOUSE",129,"a",NA,NA,NA,NA,7,"5","na","na","na","na","na","na","2006","z1",12915,"m",2000-07-01,22.5,2002,NA,1,999,999,999,999,999,999,0,999,999,999,999,999,999,3,0.5,7,0,35.1,0,35.1,12,12,3,2.5,99,35.1,49.09,0,84.19,12,12,3,11.37,9,55.8,60.44,62.15,178.39,32,15,1.5,5.5,6,4.28,70.62,0,74.9,12,12,0,0,3,0,294.8,0,294.8,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"no",2,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19.87,0.5,3,14.37,19.87,19.87,19.87,19.87,14.37,3.974,0.5,1.5,4.79,4.9675,3.974,3.974,3.974,4.79,4.66539173060527,NA,1.4142135623731,5.78552504099671,4.73718182748632,4.66539173060527,4.66539173060527,4.66539173060527,5.78552504099671
NA,NA,NA,NA,NA,1998067,1995067,837,1,6705,3,0,0,1987,1987-03-20,"a","PARS",67,"p","PARS",67,"p","U-ALL",67,"a","U-ALL",67,"a","U-ALL",67,"a","U-SPOUSE",67,"a","U-SPOUSE",67,"a",NA,7,"0","3","na","na","na","na","na","2004","h1",6711,"m",2004-09-24,17.5111111111111,NA,NA,1,1,999,999,999,999,999,1,1,999,999,999,999,999,2.5,5.5,3,79.95,35.1,51.35,166.4,31,14,3,6,99,67.86,49.09,19.5,136.45,22,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",5,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.5,5.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,5.75,5.5,5.75,5.75,5.75,5.75,5.75,5.75,5.75,0.353553390593274,NA,0.353553390593274,0.353553390593274,0.353553390593274,0.353553390593274,0.353553390593274,0.353553390593274,0.353553390593274
NA,2006166,2004049,2002049,2000049,1998166,1995166,2170,1,16605,6,1,0,1988,1988-01-01,"a","M-ALONE",166,"p","M-ALONE",166,"p","M-ALONE",49,"p","M-ALONE",49,"p","M-ALONE",49,"p","M-ALONE",166,"p","U-SPOUSE",166,"a",NA,2,"na","2","2","na","na","na","na","2003","z1",4925,"m",2004-04-01,16.25,NA,2002,1,1,1,1,1,1,999,0,0,0,0,0,0,999,2,0.5,5,0,35.1,0,35.1,10,11,2.5,2.25,99,27.3,49.09,0,76.39,11,11,3,4.5,4,22.32,209.23,3.27,234.82,31,14,1,1,10,4.28,70.62,0,74.9,12,12,2,8.3,8,50.22,84.23,7.44,141.89,21,13,0.5,1,9,0,99.87,0,99.87,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",1,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.55,0.5,2.75,7.25,8.25,16.55,17.55,17.55,16.55,2.925,0.5,1.375,2.41666666666667,2.0625,3.31,2.925,2.925,3.31,3.0039557253728,NA,1.23743686707646,2.00520156925266,1.7838978857173,3.18873015477949,3.0039557253728,3.0039557253728,3.18873015477949
NA,NA,NA,NA,2000153,NA,NA,1942,1,15324,NA,0,0,1982,1982-01-01,"a",NA,NA,NA,NA,NA,NA,"REL",153,"p","U-M",153,"a","U-M",153,"a","U-NONREL",153,"a",NA,NA,NA,NA,6,"na","na","na","na","na","na","na","1999","x1",15325,"f",2000-06-06,18.4305555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,18.6,60.44,0,79.04,22,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"no",6,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,3,3,3,3,3,3,3,NA,NA,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,2000217,1998217,1995023,4184,1,21702,1,0,0,1978,1978-11-20,"d","M-ALONE",23,"p","HH-HH",217,"p","HH-HH",217,"p",NA,5,"tag",NA,255,"tag",NA,NA,NA,NA,NA,NA,2000,7,"na","na","na","na","na","na","na","1997","m1",21703,"m",1996-08-25,17.7638888888889,2005,NA,1,999,999,999,999,999,999,0,999,999,999,999,999,999,2.5,5,5,0,35.1,12.35,47.45,21,13,2,1.25,99,0,49.09,61.62,110.71,22,13,1.5,4,8,0,60.44,0,60.44,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"no",4,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.25,5,6.25,10.25,10.25,10.25,10.25,10.25,5,3.41666666666667,5,3.125,3.41666666666667,3.41666666666667,3.41666666666667,3.41666666666667,3.41666666666667,5,1.94186336628851,NA,2.65165042944955,1.94186336628851,1.94186336628851,1.94186336628851,1.94186336628851,1.94186336628851,0
